symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,currentPrice,YOYPriceChange
ABC,2020-09-30,USD,2207040000,265728000,None,3774738000,3704653000,391062000,369677000,2111560000,1621143000,-3399558000,-379871000,-603617000,-149980000,420449000,420449000,None,343578000,343578000,None,66355000,0,None,-194561000,None,1223552000,None,-3408716000,44274830000,33055702000,4597746000,4597746000,12589278000,14334729000,11662650000,1484808000,1759669000,8592826000,1886107000,6706719000,None,None,None,1533949000,779854000,46476318000,33853077000,31705055000,None,501259000,101277000,11646896000,None,4119520000,399982000,3618261000,4220797000,1646763000,472855000,-1018924000,6513083000,518335000,2878000,204226465,5191884000,189893926000,184702042000,184702042000,-5135354000,2767217000,None,10326933000,None,-6400000,-137883000,6400000,-3075000,-20594000,290744000,391087000,-5302989000,-1894273000,28575000,-3399558000,-3405581000,-5135354000,-4905502000,Common Stock,AmerisourceBergen Corporation,AmerisourceBergen Corporation is an American drug wholesale company that was formed by the merger of Bergen Brunswig and AmeriSource in 2001.,1140859,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","1300 MORRIS DRIVE, CHESTERBROOK, PA, US",September,2021-12-31,29680722000,3351327000,18.4,1.59,1.155,1.78,0.0133,7.71,1068.7,0.0073,0.0125,0.0335,0.361,221101097000,6774434000,7.71,0.177,0.135,153.92,18.4,13.21,0.134,122.51,0.15,10.73,0.481,144.22,100.4,134.8,123.66,209137000,2022-02-28,2022-02-11,96.9200,0.1772137
AME,2020-12-31,USD,1280980000,241127000,None,59817000,-167539000,255300000,74199000,-163471000,77448000,872439000,61630000,-539436000,-328003000,4685000,4685000,None,165035000,165035000,None,None,0,None,60218000,None,819792000,16618000,872439000,10357483000,2522470000,1212822000,1212822000,559171000,597472000,7678016000,526530000,928429000,6848619000,2623719000,4224906000,None,292625000,292625000,153005000,167233000,4408137000,1075915000,360370000,409726000,132284000,177232000,3564755000,44948000,2413725000,132284000,2281441000,2413725000,343680000,517303000,5949346000,1565270000,7094656000,2676000,230500000,783667000,4594987000,3811320000,2996515000,1027884000,515630000,158900000,829485000,2700000,-86062000,-86062000,86062000,4681049000,140487000,101300000,255275000,1082309000,209870000,86062000,872439000,901110000,1168371000,1423646000,Common Stock,AMETEK Inc,"AMETEK, Inc. is an American global manufacturer of electronic instruments and electromechanical devices with a headquarters in the United States and over 220 manufacturing sites worldwide.",1037868,NYSE,USD,USA,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","1100 CASSATT ROAD, BERWYN, PA, US",December,2021-12-31,30091006000,1600782000,30.56,1.72,29.66,0.8,0.0069,4.25,24.02,0.178,0.236,0.0735,0.154,5546514000,1912614000,4.25,0.273,0.254,165.33,30.56,23.64,5.43,4.316,5.74,24.44,1.312,148.07,117.69,138.2,135.49,231701000,2022-03-31,2022-03-09,120.9400,0.2125526
AMGN,2020-12-31,USD,10497000000,1577000000,None,779000000,513000000,3601000000,608000000,427000000,215000000,7264000000,-5401000000,-4867000000,None,3486000000,3486000000,None,3755000000,3755000000,None,None,8914000000,None,-3486000000,None,229000000,None,7264000000,62948000000,21144000000,6266000000,11124000000,3893000000,5324000000,42212000000,4889000000,8977000000,31276000000,16587000000,14689000000,10322000000,None,4858000000,2079000000,5639000000,53539000000,11653000000,1421000000,None,91000000,91000000,42192000000,None,32986000000,91000000,32895000000,32986000000,10141000000,2023000000,9409000000,None,-21408000000,31802000000,578300000,18081000000,25424000000,7343000000,6159000000,9139000000,5730000000,4207000000,12926000000,None,-1262000000,256000000,1262000000,25424000000,256000000,640000000,2800000000,8133000000,869000000,1262000000,7264000000,6807000000,9139000000,12195000000,Common Stock,Amgen Inc,"Amgen Inc. (formerly Applied Molecular Genetics Inc.) is an American multinational biopharmaceutical company headquartered in Thousand Oaks, California. Focused on molecular biology and biochemistry, its goal is to provide a healthcare business based on recombinant DNA technology.",318154,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","ONE AMGEN CENTER DRIVE, THOUSAND OAKS, CA, US",December,2021-12-31,126462288000,12582000000,22.08,1.373,12.0,7.04,0.0354,10.28,45.58,0.227,0.359,0.0941,0.732,25979001000,19525000000,10.28,0.217,0.032,247.28,22.08,12.47,4.868,18.35,5.71,18.77,0.616,252.88,196.95,226.01,225.64,557029000,2022-03-08,2022-02-14,229.9200,-0.0462521
APH,2020-12-31,USD,1592000000,192900000,None,307400000,336900000,308100000,276800000,146300000,102000000,1213300000,-333500000,-516600000,-386500000,641300000,641300000,None,297600000,297600000,None,None,942300000,None,-255600000,None,741900000,None,1203400000,12327300000,5490800000,1702000000,1738100000,1462200000,1951600000,7186800000,1054600000,1738600000,5429600000,397500000,5032100000,None,None,36100000,338900000,352300000,6875400000,2304300000,1120700000,None,230300000,230300000,4732200000,None,4261500000,230300000,4031200000,3894300000,462900000,407200000,5384900000,111100000,3705400000,600000,299300000,2664100000,8598900000,5934800000,5934800000,1638400000,1014200000,260700000,1336000000,None,-115400000,-115400000,115400000,8598900000,3600000,252700000,49600000,1516700000,313300000,115400000,1203400000,1356200000,1632100000,1681700000,Common Stock,Amphenol Corporation,"Amphenol Corporation is a major producer of electronic and fiber optic connectors, cable and interconnect systems such as coaxial cables. Amphenol is a portmanteau from the corporation's original name, American Phenolic Corp.",820313,NYSE,USD,USA,MANUFACTURING,ELECTRONIC CONNECTORS,"358 HALL AVE, WALLINGFORD, CT, US",December,2021-12-31,46028542000,2564100000,30.21,2.832,10.52,0.635,0.0107,2.544,18.19,0.146,0.199,0.1,0.267,10876300000,3401800000,2.544,0.274,0.248,87.93,30.21,27.7,4.232,7.24,4.525,19.68,1.263,88.45,58.07,80.5,75.81,598940000,2022-04-13,2022-03-21,130.7700,0.2082602
ADI,2020-10-31,USD,2008487000,284934000,None,-26241000,103532000,810923000,165692000,101626000,-1760000,1220761000,-180523000,-1420608000,0,244487000,244487000,None,886155000,886155000,None,None,None,None,-176084000,None,407356000,None,1220761000,21468603000,2517688000,1055860000,1055860000,608260000,737536000,18895684000,1120561000,2765095000,15928705000,3650280000,12278425000,5427000,86729000,86729000,29303000,17830354000,9470658000,1364986000,227273000,None,0,None,8105672000,None,5115204000,0,5145102000,5115204000,-781882000,449195000,11997945000,None,7236238000,61582000,369484899,3690478000,5409751000,3201986000,1912578000,1498244000,659923000,1050519000,2192234000,4305000,-193305000,4305000,193305000,5603056000,2373000,233775000,577148000,1311617000,90856000,193305000,1220761000,1161478000,1504922000,2082070000,Common Stock,Analog Devices Inc,"Analog Devices, Inc. (ADI), also known simply as Analog, is an American multinational semiconductor company specializing in data conversion, signal processing and power management technology, headquartered in Wilmington, Massachusetts.",6281,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"ONE TECHNOLOGY WAY, NORWOOD, MA, US",October,2022-01-31,84839825000,3448052000,55.73,1.797,71.52,2.83,0.019,2.909,19.35,0.152,0.237,0.0345,0.0518,8444121000,4525012000,2.909,-0.49,0.722,205.83,55.73,19.46,10.05,2.249,10.5,31.07,1.113,190.29,139.83,166.73,169.19,523315000,2022-03-08,2022-02-24,118.5300,0.1116009
ANSS,2020-12-31,USD,547310000,76644000,None,61325000,177449000,85200000,35370000,160319000,None,433887000,-614253000,96597000,None,161029000,161029000,None,None,None,None,None,375000000,None,-131469000,None,29654000,None,433887000,5940590000,1719237000,912672000,913151000,None,569192000,4221353000,96503000,142272000,3733171000,694865000,3038306000,1602000,None,479000,268522000,225119000,1842718000,728825000,18691000,760871000,None,75000000,1113893000,120940000,1596200000,0,798118000,1596200000,338073000,84514000,4097872000,1124102000,3804593000,953000,86113000,1456033000,1681297000,225264000,225264000,496356000,587707000,355371000,959677000,5073000,-10988000,5073000,10988000,200000,3484000,28000000,85275000,493925000,60038000,10988000,433887000,481493000,504913000,590188000,Common Stock,ANSYS Inc,"Ansys, Inc. is an American company based in Canonsburg, Pennsylvania. It develops and markets multiphysics engineering simulation software for product design, testing and operation and offers its products and services to customers worldwide.",1013462,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2600 ANSYS DRIVE, SOUTHPOINTE, CANONSBURG, PA, US",December,2021-12-31,28295668000,626179000,62.86,3.328,51.49,0,0,5.16,21.89,0.238,0.272,0.0529,0.106,1906715000,1709493000,5.16,-0.067,0.051,378.67,62.86,39.06,14.84,6.16,14.58,43.8,1.287,413.89,278.22,353.36,359.35,87230000,None,None,363.8000,0.4133095
ANTM,2020-12-31,USD,10688000000,84318000000,None,5506000000,571000000,1175000000,1021000000,256000000,None,4572000000,-7324000000,-2567000000,-850000000,2700000000,2700000000,None,954000000,954000000,None,0,2484000000,None,-2524000000,None,804000000,7000000,4572000000,86615000000,45751000000,5741000000,30733000000,None,-374000000,40864000000,3483000000,3844000000,31096000000,9405000000,21691000000,31038000000,4847000000,24992000000,4060000000,1438000000,53416000000,29453000000,None,None,700000000,0,23169000000,None,20035000000,700000000,19335000000,20035000000,6052000000,1815000000,33199000000,None,23802000000,3000000,245401430,-82308000000,121867000000,204175000000,8953000000,6360000000,17450000000,None,19132000000,915000000,-784000000,None,784000000,104073000000,None,176000000,999000000,6238000000,1666000000,820000000,4572000000,5018000000,7022000000,8021000000,Common Stock,Anthem Inc,"Anthem, Inc., is a provider of health insurance in the United States. It is the largest for-profit managed health care company in the Blue Cross Blue Shield Association.",1156039,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,"220 VIRGINIA AVENUE, INDIANAPOLIS, IN, US",December,2021-12-31,108579561000,9767000000,18.2,1.327,149.15,4.52,0.0116,24.73,568.67,0.044,0.0646,0.0608,0.176,138642997000,35998000000,24.73,1.111,0.15,487.24,18.2,15.75,0.783,2.986,0.908,-,1.067,472.01,302.69,449.22,406.95,241304000,2022-03-25,2022-03-09,321.0900,0.0631063
AON,2020-12-31,USD,2783000000,689000000,None,42000000,208000000,413000000,141000000,-108000000,None,2018000000,-679000000,-1772000000,None,None,1763000000,None,412000000,412000000,None,None,4153000000,None,-1763000000,None,16000000,None,1969000000,32114000000,18684000000,884000000,1192000000,None,3070000000,13902000000,599000000,1268000000,9306000000,640000000,8666000000,None,74000000,308000000,624000000,610000000,28531000000,17433000000,None,372000000,448000000,18000000,11940000000,65000000,7729000000,400000000,7281000000,7729000000,1171000000,895000000,3495000000,None,1042000000,2000000,229200000,3768000000,10745000000,6977000000,5905000000,2781000000,1047000000,None,1101000000,6000000,-334000000,6000000,334000000,11047000000,13000000,167000000,25000000,2417000000,448000000,341000000,2017000000,2141000000,2781000000,2776000000,Common Stock,Aon plc,"Aon plc is a multinational professional services firm that sells a range of financial risk-mitigation products, including insurance, pension administration, and health-insurance plans.",315293,NYSE,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","THE LEADENHALL BUILDING, 122 LEADENHALL STREET, LONDON, GB",December,2021-12-31,62674899000,3873000000,52.78,1.822,4.939,1.99,0.0071,5.55,54.26,0.103,0.291,0.0692,0.552,12193000000,5476000000,5.55,0.719,0.039,315.75,52.78,21.83,5.14,57.46,5.76,27.25,0.909,325.63,220.15,284.73,277.12,213944000,2022-02-15,2022-01-31,211.2700,0.014307
APA,2020-12-31,USD,1388000000,460000000,None,-351000000,-147000000,1772000000,1274000000,-149000000,-19000000,-4904000000,-1466000000,93000000,228000000,None,None,None,123000000,123000000,None,None,1238000000,None,0,1000000,15000000,None,-4860000000,12746000000,1846000000,262000000,262000000,492000000,908000000,44514000000,8819000000,34810000000,0,None,0,1555000000,1555000000,None,676000000,526000000,15973000000,1308000000,444000000,None,2000000,0,11511000000,36000000,8772000000,2000000,8770000000,8772000000,862000000,602000000,-1639000000,3189000000,-10461000000,262000000,377482630,-645000000,4308000000,4953000000,3530000000,-4102000000,290000000,None,8537000000,7000000,-255000000,7000000,255000000,-31000000,64000000,None,2000000,-4840000000,64000000,95000000,-4904000000,-4862000000,-4102000000,-4539000000,Common Stock,APA Corporation,"APA Corporation is the holding company for Apache Corporation, a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in Houston.",6769,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"2000 POST OAK BLVD, STE 100, HOUSTON, TX, US",December,2021-12-31,11675947000,4470000000,13,0.349,16.76,0.237,0.0155,2.59,21.46,0.121,0.37,0.142,0.271,8025000000,5080000000,2.59,39.0,0.905,39.73,13,4.89,1.455,2.821,2.304,7.65,4.452,36.46,15.45,30.55,24.38,346776000,2022-05-23,2022-04-21,14.1900,-0.4454865
AAPL,2020-09-30,USD,80674000000,4502000000,None,6935000000,1245000000,11056000000,7309000000,-8470000000,127000000,57411000000,-4289000000,-86820000000,-1926000000,72358000000,72358000000,None,14081000000,14081000000,None,880000000,16091000000,None,-71478000000,None,-10435000000,None,57411000000,323888000000,143713000000,38016000000,90943000000,4061000000,37445000000,180175000000,36766000000,66760000000,None,None,None,345644000000,100887000000,52927000000,11264000000,42522000000,258549000000,105392000000,42296000000,16843000000,13793000000,4996000000,153157000000,637000000,125873000000,8773000000,98667000000,216860000000,42684000000,54490000000,65339000000,None,14966000000,50779000000,16976763000,104956000000,271642000000,189475000000,169559000000,66288000000,19916000000,18752000000,38668000000,3763000000,-2873000000,3763000000,2873000000,274515000000,-87000000,9700000000,11056000000,67091000000,9680000000,2873000000,57411000000,57453000000,69964000000,81020000000,Common Stock,Apple Inc,"Apple Inc. is an American multinational technology company that specializes in consumer electronics, computer software, and online services. Apple is the world's largest technology company by revenue (totalling $274.5 billion in 2020) and, since January 2021, the world's most valuable company. As of 2021, Apple is the world's fourth-largest PC vendor by unit sales, and fourth-largest smartphone manufacturer. It is one of the Big Five American information technology companies, along with Amazon, Google, Microsoft, and Facebook.",320193,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",September,2021-12-31,2690253062000,128217997000,27.41,3.249,4.402,0.865,0.0054,6.01,22.84,0.266,0.309,0.199,1.456,378323010000,152836000000,6.01,0.25,0.112,192.96,27.41,28.01,7.11,37.96,7.37,21.31,1.188,182.71,115.52,171.61,151.62,16319400000,2022-02-10,2022-02-04,115.8100,-0.4829218
AMAT,2020-10-25,USD,3804000000,831000000,68000000,371000000,929000000,376000000,422000000,427000000,421000000,3619000000,-130000000,-1337000000,None,649000000,649000000,None,787000000,787000000,None,174000000,2979000000,None,-475000000,None,2337000000,None,3619000000,22353000000,13369000000,5351000000,5738000000,3904000000,3125000000,8984000000,1604000000,2776000000,3619000000,153000000,3466000000,7996000000,1538000000,387000000,764000000,260000000,11775000000,4459000000,1124000000,2642000000,None,64000000,7121000000,259000000,5448000000,0,5448000000,5448000000,1950000000,662000000,10578000000,24245000000,27209000000,9000000,914000000,7692000000,16962000000,10979000000,9510000000,4365000000,1093000000,2234000000,3327000000,None,-240000000,41000000,240000000,17202000000,41000000,320000000,376000000,4166000000,547000000,240000000,3619000000,3500000000,4406000000,4782000000,Common Stock,Applied Materials Inc,"Applied Materials, Inc. is an American corporation that supplies equipment, services and software for the manufacture of semiconductor (integrated circuit) chips for electronics, flat panel displays for computers, smartphones and televisions, and solar products. The company also supplies equipment to produce coatings for flexible electronics, packaging and other applications. The company is headquartered in Santa Clara, California, in Silicon Valley.",6951,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"3050 BOWERS AVE, SANTA CLARA, CA, US",October,2022-01-31,120518279000,8184000000,18.91,1.958,13.38,0.96,0.0072,7.18,26.75,0.271,0.322,0.2,0.561,24171999000,10926000000,7.18,0.639,0.215,173.12,18.91,16.05,4.986,9.73,4.774,14.26,1.413,166.76,104.77,145.14,139.58,887992000,2022-03-16,2022-02-22,59.2300,0.091596
APTV,2020-12-31,USD,1413000000,398000000,None,186000000,173000000,764000000,584000000,243000000,8000000,1822000000,-626000000,1613000000,None,57000000,57000000,None,32000000,56000000,None,1115000000,None,None,2173000000,None,2400000000,None,1804000000,17522000000,7465000000,2821000000,2821000000,1297000000,3016000000,10057000000,3301000000,3310000000,3671000000,1091000000,2580000000,2081000000,2011000000,0,503000000,694000000,9422000000,4046000000,2571000000,62000000,180000000,90000000,5376000000,14000000,4011000000,86000000,4011000000,4101000000,1385000000,540000000,7905000000,None,4550000000,3000000,270025375,1940000000,13066000000,11126000000,11126000000,2118000000,976000000,1024000000,2952000000,9000000,-164000000,8000000,164000000,0,6000000,620000000,764000000,1853000000,49000000,164000000,1804000000,1978000000,2017000000,2781000000,Common Stock,Aptiv PLC,"Aptiv plc is an auto parts company headquartered in Dublin, Ireland.",1521332,NYSE,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"5 HANOVER QUAY, GRAND CANAL DOCK, DUBLIN, IE",December,2021-12-31,36789903000,1980000000,70.1,1.271,30.86,0,0,1.94,57.75,0.0378,0.0774,0.0425,0.0731,15618000000,2438000000,1.94,-0.952,-0.019,172.25,70.1,32.47,2.356,4.574,2.53,21.55,2.105,180.81,125.56,149.31,156.3,270514000,2020-02-19,2020-02-04,130.2900,0.3719069
ANET,2020-12-31,USD,735114000,102801000,None,120148000,205834000,44590000,15384000,-10673000,235318000,634557000,-608802000,-346339000,None,395173000,395173000,None,None,None,None,None,None,None,-337617000,None,-220027000,None,634557000,4738919000,3836998000,893219000,2872868000,479668000,389540000,901921000,32231000,115181000,312486000,122790000,189696000,1979649000,8314000,1979649000,60556000,30071000,1418628000,768243000,134235000,650827000,None,98793000,650385000,72397000,None,None,None,72397000,94392000,42431000,3320291000,None,2027614000,30000,76174000,1481886000,2321812000,1155334000,835626000,699684000,295608000,486594000,782202000,-10381000,27139000,27139000,0,2321812000,39179000,20100000,24100000,738863000,104306000,None,634557000,634652000,699684000,762963000,Common Stock,Arista Networks Inc,"Arista Networks (formerly Arastra) is an American computer networking company headquartered in Santa Clara, California. The company designs and sells multilayer network switches to deliver software-defined networking (SDN) solutions for large datacenter, cloud computing, high-performance computing, and high-frequency trading environments.",1596532,NYSE,USD,USA,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,"5453 GREAT AMERICA PARKWAY, SANTA CLARA, CA, US",December,2021-12-31,37410701000,975073000,46.29,1.853,12.93,0,0,2.63,9.62,0.285,0.314,0.11,0.23,2948037000,1880779000,2.63,0.284,0.271,150.12,46.29,34.84,12.69,9.74,12.01,36.31,1.245,148.57,65.52,129.56,106.1,307300000,None,None,290.5700,0.4285644
AJG,2020-12-31,USD,1807100000,120100000,28500000,1224500000,252700000,562400000,99300000,None,None,858100000,-471400000,-505100000,-520000000,None,None,None,347400000,347400000,None,111900000,424900000,None,111900000,None,830600000,None,818800000,22331400000,11124200000,664600000,664600000,None,None,11236600000,450700000,728900000,8526900000,2399900000,6127000000,22400000,22400000,None,1113900000,769900000,16098700000,10135000000,None,1082600000,75000000,75000000,5991500000,320900000,19600000,278600000,4266000000,4544600000,1596200000,1311100000,6186200000,None,2371700000,193700000,193700000,2404000000,6804300000,4400300000,882100000,1497500000,154000000,None,906500000,None,-196400000,-196400000,196400000,7000700000,None,145100000,562400000,831600000,12800000,196400000,858100000,934400000,1028000000,1590400000,Common Stock,Arthur J. Gallagher & Co,"Arthur J. Gallagher & Co. (AJG) is an American global insurance brokerage and risk management services firm headquartered in Rolling Meadows, Illinois.",354190,NYSE,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","2850 GOLF ROAD, ROLLING MEADOWS, IL, US",December,2021-12-31,33220741000,1929300000,36.45,2.09,40.81,1.92,0.0132,4.37,39.34,0.114,0.173,0.031,0.129,7974400000,2942300000,4.37,-0.292,0.153,181.33,36.45,25.64,4.166,3.78,4.671,21.7,0.713,171.21,118.6,160.09,152.39,208542000,2022-03-18,2022-03-03,123.7100,0.2990654
AIZ,2020-12-31,USD,1342000000,2764600000,None,3500000,208800000,3806500000,121200000,-195400000,None,442700000,-735200000,-264800000,0,297000000,297000000,None,173300000,154600000,18700000,None,243700000,0,-297000000,None,342000000,None,441800000,44649900000,2965900000,2207600000,2965900000,None,None,3845800000,446100000,334400000,3285500000,696200000,2589300000,8222800000,15809100000,737300000,9839900000,3863600000,38695100000,4808000000,None,89800000,None,4504000000,35900200000,None,2252900000,None,None,2252900000,4504000000,33288700000,5951400000,267400000,3548700000,600000,57967808,-2020100000,9595500000,12114900000,None,-5363800000,3047900000,None,3343700000,-25900000,-104500000,-110400000,104500000,8353600000,None,56100000,73900000,514400000,60400000,104500000,519500000,740100000,618900000,692800000,Common Stock,Assurant Inc,"Assurant, Inc. is a global provider of risk management products and services with headquarters in New York City.",1267238,NYSE,USD,USA,FINANCE,"INSURANCE CARRIERS, NEC","28 LIBERTY STREET, 41ST FLOOR, NEW YORK, NY, US",December,2021-12-31,9289765000,1088800000,7.38,1.46,98.46,2.66,0.0166,22.83,172.26,0.135,0.09,0.0146,0.107,10187600000,1161700000,22.83,-0.04,0.067,196.5,7.38,13.18,0.912,1.718,0.943,-,0.633,172.22,123.43,155.66,159.19,55162000,2022-03-21,2022-02-25,136.2200,0.0392127
T,2020-12-31,USD,43130000000,4852000000,None,-4402000000,10854000000,28516000000,15675000000,-2216000000,-13070000000,-3821000000,-13548000000,-32007000000,-44000000,5498000000,5498000000,None,14956000000,14956000000,None,None,31988000000,3869000000,-1459000000,105000000,-2425000000,None,-5176000000,525761000000,52008000000,9740000000,9740000000,3592000000,20215000000,373263000000,14752000000,None,322833000000,187574000000,135259000000,3259000000,1780000000,1780000000,18358000000,23617000000,370100000000,63438000000,31836000000,12950000000,3470000000,0,260881000000,1847000000,155209000000,3281000000,None,155209000000,6176000000,28358000000,161673000000,17910000000,37457000000,7621000000,7148000000,81675000000,171760000000,90085000000,79920000000,6405000000,38039000000,None,59148000000,None,-7925000000,-7830000000,7925000000,-25000000,-1431000000,20504000000,8526000000,-4211000000,965000000,7925000000,-3821000000,-6316000000,3714000000,12240000000,Common Stock,AT&T Inc,"AT&T Inc. is an American multinational conglomerate holding company, Delaware-registered but headquartered at Whitacre Tower in Downtown Dallas, Texas. It is the world largest telecommunications company, and the second largest provider of mobile telephone services.",732717,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"208 S. AKARD ST, ATTN : JAMES LACY, DALLAS, TX, US",December,2021-12-31,170786505000,56746000000,8.65,3.829,23.29,2.08,0.0895,2.764,23.56,0.119,0.219,0.0428,0.118,168864006000,89057000000,2.764,1.114,-0.104,29.49,8.65,7.64,1.011,1.025,2.068,6.16,0.631,31.99,21.58,24.91,26.64,7142890000,2022-02-01,2022-01-07,28.7600,-0.2640737
ATO,2020-09-30,USD,1037999000,120058000,None,-91218000,42458000,429828000,1935676000,-7167000,-18188000,601443000,-1925518000,883777000,-464915000,None,None,None,282444000,282444000,None,624302000,999450000,None,643850000,None,-3742000,None,601443000,15359032000,471258000,20808000,20808000,111950000,230595000,1843044000,13355347000,None,731257000,None,731257000,80678000,103952000,None,107905000,801170000,8567829000,782401000,None,66545000,165000,0,6879793000,8466000,9083313000,165000,5597183000,9083313000,546461000,642128000,6791203000,None,2471014000,629000,125882477,2162283000,2821137000,658854000,658854000,824099000,929456000,None,1359284000,None,-84474000,-84474000,84474000,None,7171000,None,429828000,746796000,145353000,84474000,601443000,658437000,831270000,1261098000,Common Stock,Atmos Energy Corporation,"Atmos Energy Corporation, headquartered in Dallas, Texas, is one of the United States' largest natural-gas-only distributors.",731802,NYSE,USD,USA,ENERGY & TRANSPORTATION,NATURAL GAS DISTRIBUTION,"1800 THREE LINCOLN CTR, 5430 LBJ FREEWAY, DALLAS, TX, US",September,2021-12-31,14774276000,1358947000,20.61,2.646,61.21,2.555,0.026,5.29,26.67,0.199,0.248,0.0293,0.0899,3505796000,1695754000,5.29,0.088,0.107,113.86,20.61,19.38,4.214,1.732,6.29,16.06,0.471,109.34,83.36,104.59,98.21,135432000,2022-03-07,2022-02-17,95.5900,-0.1606814
