symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,currentPrice,YOYPriceChange
BBWI,2019-02-02,USD,1377000000,324000000,None,-84000000,103000000,547000000,629000000,63000000,40000000,644000000,-609000000,-872000000,0,198000000,198000000,None,666000000,666000000,None,None,None,None,-197000000,None,-102000000,2000000,644000000,8090000000,3260000000,1413000000,1413000000,1248000000,367000000,4768000000,2818000000,3915000000,1759000000,411000000,1348000000,None,None,None,232000000,191000000,8850000000,1986000000,711000000,331000000,72000000,72000000,6743000000,19000000,5739000000,72000000,5739000000,5811000000,887000000,1004000000,59000000,358000000,-1482000000,141000000,275000000,4899000000,12852000000,12002000000,8338000000,1237000000,3563000000,None,3664000000,None,-385000000,None,385000000,13237000000,5000000,590000000,590000000,857000000,213000000,385000000,644000000,681000000,1242000000,1832000000,Common Stock,Bath Body Works Inc,None,701985,NYSE,USD,USA,TRADE & SERVICES,RETAIL-WOMEN'S CLOTHING STORES,"THREE LIMITED PKWY, P O BOX 16000, COLUMBUS, OH, US",January,2022-01-31,13291191000,2211790000,11.15,0.764,None,0.45,0.0151,4.884,28.87,0.169,0.255,0.17,0,7881513000,3855352000,4.884,-0.248,-0.372,80.16,11.15,11.01,1.686,-,2.223,9.67,1.758,82,42.23,60.32,63.16,244099000,2022-03-04,2022-02-17,26.1400,-0.4700993
BAX,2019-12-31,USD,2104000000,397000000,39000000,-212000000,61000000,789000000,696000000,65000000,-4000000,1011000000,-1100000000,498000000,222000000,1270000000,1270000000,None,423000000,423000000,None,None,1661000000,None,-914000000,None,1502000000,None,1001000000,18193000000,7503000000,3335000000,3335000000,1653000000,2036000000,10226000000,4512000000,6148000000,4501000000,1471000000,3030000000,76000000,76000000,None,315000000,1069000000,10281000000,3230000000,892000000,12000000,541000000,226000000,8179000000,54000000,4809000000,315000000,None,226000000,1696000000,1732000000,7882000000,10764000000,15718000000,683000000,506000000,4761000000,22616000000,10845000000,6601000000,1772000000,2535000000,595000000,4801000000,40000000,-71000000,40000000,111000000,22687000000,-731000000,606000000,789000000,960000000,-41000000,111000000,1001000000,1275000000,1071000000,1860000000,Common Stock,Baxter International Inc,"Baxter International Inc. is an American multinational health care company with headquarters in Deerfield, Illinois. The company primarily focuses on products to treat hemophilia, kidney disease, immune disorders and other chronic and acute medical conditions. ",10456,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"ONE BAXTER PKWY, DF2-1W, DEERFIELD, IL, US",December,2021-12-31,43327881000,2981000000,34.09,1.537,18.1,1.085,0.013,2.53,25.47,0.1,0.164,0.0488,0.145,12784000000,5250000000,2.53,0.456,0.105,96.75,34.09,20.49,3.389,4.702,3.474,26.61,0.627,89.41,72.35,85.66,81.32,502294000,2022-04-01,2022-02-24,83.6200,0.2704345
BDX,2019-09-30,USD,3330000000,603000000,None,-470000000,231000000,2253000000,957000000,None,149000000,1251000000,-741000000,-3223000000,485000000,0,0,None,984000000,984000000,None,None,2224000000,None,0,None,-634000000,None,1233000000,51765000000,6664000000,536000000,566000000,2579000000,2345000000,52275000000,5659000000,5469000000,45528000000,22152000000,23376000000,30000000,None,30000000,1119000000,1088000000,30684000000,5655000000,1092000000,None,1309000000,10000000,25029000000,None,13400000000,1299000000,18081000000,13410000000,3254000000,5676000000,21081000000,6190000000,12913000000,347000000,270615000,8288000000,17290000000,9002000000,9002000000,1760000000,4332000000,1062000000,6595000000,12000000,-639000000,-626000000,639000000,313000000,43000000,633000000,1497000000,1176000000,-57000000,639000000,1251000000,859000000,1815000000,3312000000,Common Stock,Becton Dickinson and Company,"Becton, Dickinson and Company, also known as BD, is an American multinational medical technology company that manufactures and sells medical devices, instrument systems, and reagents. BD also provides consulting and analytics services in certain geographies.",10795,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"ONE BECTON DR, FRANKLIN LAKES, NJ, US",September,2021-12-31,77662749000,5267000000,47.36,1.923,84.83,3.36,0.0131,5.76,69.24,0.0886,0.15,0.0346,0.0723,19928001000,9576000000,5.76,-0.319,-0.06,284.75,47.36,20.96,3.897,3.112,4.552,20.01,0.695,280.62,233.63,259.66,249.91,284771000,2022-03-31,2022-03-09,252.9600,-0.0308046
BBY,2019-02-02,USD,2408000000,71000000,None,220000000,200000000,770000000,819000000,-28000000,194000000,1464000000,508000000,-2018000000,None,1505000000,1505000000,None,497000000,None,None,38000000,498000000,None,-1467000000,None,898000000,-14000000,1464000000,12901000000,8870000000,1980000000,1980000000,5409000000,1015000000,4399000000,2510000000,6690000000,1283000000,368000000,915000000,None,None,0,466000000,606000000,9595000000,7513000000,5257000000,457000000,68000000,None,2120000000,None,1388000000,56000000,1332000000,1388000000,None,750000000,3306000000,None,2985000000,27000000,265703000,9961000000,42879000000,32918000000,32918000000,1900000000,8015000000,None,8084000000,49000000,-73000000,None,73000000,42879000000,None,747000000,23000000,1888000000,424000000,73000000,1464000000,1444000000,1961000000,1984000000,Common Stock,Best Buy Co. Inc,"Best Buy Co., Inc. is an American multinational consumer electronics retailer headquartered in Richfield, Minnesota.",764478,NYSE,USD,USA,TRADE & SERVICES,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES","7601 PENN AVE SOUTH, RICHFIELD, MN, US",February,2021-11-30,23052960000,4213000000,9.27,1.474,17.55,2.8,0.0306,10.34,207.22,0.0505,0.0642,0.102,0.632,52332999000,10596000000,10.34,0.351,0.005,124.1,9.27,10.74,0.441,5.49,0.459,5.79,1.528,141.01,85.58,99.3,110.78,240561000,2022-01-04,2021-12-13,68.8400,-0.0496963
BIO,2019-12-31,USD,457897000,1866675000,2343598000,6400000,-536100000,134200000,98532000,-1600000,-24200000,1758675000,-208889000,-22758000,0,28000000,28000000,None,None,None,None,5017000,None,None,3831000,3831000,228487000,2237000,1758675000,8008859000,2180155000,660672000,1114645000,554007000,392672000,5830565000,499339000,882833000,409656000,145525000,264131000,402900000,4638205000,453973000,10940000,79636000,2253802000,905495000,107014000,45800000,424400000,461537000,254923000,11200000,1292772000,852372000,13579000,1292772000,86840000,160923000,5755057000,-38397000,5470779000,3000,29927000,1256996000,4600998000,1904288000,1054663000,229661000,824625000,202710000,1052335000,30500000,-23416000,30500000,23416000,4619914000,26094000,None,24100000,2261081000,502406000,23416000,1758675000,1718285000,2284497000,2308597000,Common Stock,Bio-Rad Laboratories Inc,"Bio-Rad Laboratories, Inc. is an American developer and manufacturer of specialized technological products for the life science research and clinical diagnostics markets.",12208,NYSE,USD,USA,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,"1000 ALFRED NOBEL DRIVE, HERCULES, CA, US",December,2021-12-31,19166491000,687930000,4.562,2.756,456.6,0,0,140.56,97.97,1.453,0.19,0.0225,0.361,2922545000,1665661000,140.56,1.978,-0.072,827.5,4.562,38.31,6.56,1.278,5.85,3.069,0.954,832.7,547.22,653.49,699.87,24860700,None,None,370.0300,0.5934459
TECH,2019-06-30,USD,181619000,28697000,None,-3419000,14345000,78171000,25411000,-15000000,13647000,96072000,-336799000,134384000,-413500000,15405000,15405000,None,48364000,48364000,None,None,580000000,None,22545000,None,-21104000,-308000,96072000,1884410000,412607000,100886000,100886000,91050000,137466000,1471803000,154039000,152278000,1312096000,579429000,732667000,None,None,65147000,18058000,5668000,718821000,101985000,16210000,19484000,12500000,12500000,527082000,None,492660000,12500000,None,505160000,64191000,25222000,1165589000,None,931934000,379000,37934040,473491000,692301000,563589000,240515000,146719000,264359000,62413000,326772000,569000,-21705000,569000,21705000,714006000,-13568000,None,58715000,112015000,15943000,21705000,96073000,82048000,133720000,192435000,Common Stock,Bio-Techne Corporation,"Bio-Techne Corporation develops, manufactures, and sells life science reagents, instruments, and services for the global clinical diagnostic and research markets. The company is headquartered in Minneapolis, Minnesota.",842023,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","614 MCKINLEY PL N E, MINNEAPOLIS, MN, US",June,2021-12-31,16606771000,332496000,82.19,1.547,43.31,1.28,0.0031,5.14,26.37,0.204,0.266,0.0782,0.124,1029575000,634415000,5.14,0.687,0.201,529.9,82.19,51.28,16.13,9.25,15.37,50.42,1.27,543.09,337.81,426.44,461.94,39288300,2022-02-25,2022-02-10,208.4900,0.4091923
BIIB,2019-12-31,USD,7078600000,425000000,None,213000000,-49600000,464700000,0,-68800000,19200000,5888500000,470500000,-5860400000,None,5868300000,5868300000,None,0,None,None,None,0,None,-5867900000,None,1689100000,400000,5888500000,27234300000,8381800000,2913700000,2913700000,804200000,1880500000,15620400000,3247300000,1590900000,9285200000,3527400000,5757800000,2970300000,1408100000,1562200000,631000000,1252800000,13895200000,4863800000,530800000,None,1495800000,1495800000,8564900000,412700000,4459000000,1495800000,6000000000,4459000000,2765800000,1348900000,13343200000,2977100000,16455400000,100000,174200000,12422500000,14377900000,1955400000,1955400000,7042600000,2374700000,2280600000,4986100000,120000000,-187400000,120000000,187400000,-57000000,-47000000,190600000,274000000,7046500000,1158000000,187400000,5888500000,5993700000,7233900000,7507900000,Common Stock,Biogen Inc,"Biogen Inc. is an American multinational biotechnology company based in Cambridge, Massachusetts, specializing in the discovery, development, and delivery of therapies for the treatment of neurological diseases to patients worldwide.",875045,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","225 BINNEY STREET, CAMBRIDGE, MA, US",December,2021-12-31,30477189000,3923400000,19.94,6.24,74.12,0,0,10.4,73.65,0.142,0.313,0.0885,0.16,10981700000,8872000000,10.4,0.075,-0.042,257.48,19.94,13.57,2.775,2.829,3.154,12.02,0.437,468.55,200.36,228.0,286.37,146963000,None,None,296.7300,-0.013924
BLK,2018-12-31,USD,2884000000,388000000,None,-353000000,313000000,97000000,254000000,433000000,None,4526000000,-2014000000,-2583000000,None,1911000000,1911000000,None,2096000000,2096000000,None,None,992000000,None,-1911000000,None,-1713000000,None,4305000000,159573000000,7019000000,6488000000,7019000000,None,None,32008000000,643000000,750000000,31365000000,17839000000,13526000000,4476000000,1796000000,717000000,20706000000,116624000000,126033000000,1292000000,None,None,None,None,125848000000,None,5000000000,None,5000000000,4979000000,20996000000,112829000000,32374000000,5387000000,19282000000,2000000,157553501,30452000000,36624000000,6172000000,6993000000,5457000000,1638000000,None,8741000000,104000000,-184000000,104000000,184000000,14198000000,105000000,None,154000000,5381000000,1076000000,184000000,4302000000,4052000000,5565000000,5719000000,Common Stock,BlackRock Inc,"BlackRock, Inc. is an American multinational investment management corporation based in New York City.",1364742,NYSE,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","55 EAST 52ND STREET, NEW YORK, NY, US",December,2021-12-31,113894965000,7890666000,19.65,1.782,242.24,16.52,0.0267,38.22,127.26,0.305,0.386,0.0273,0.163,19374000000,9818000000,38.22,0.061,0.14,1000.45,19.65,17.89,5.88,3.115,5.97,13.58,1.215,968.69,661.21,842.62,881.81,151684000,2022-03-23,2022-03-04,392.8200,-0.2353273
BK,2018-12-31,USD,96000000,5719000000,669000000,-1353000000,5167000000,124000000,1210000000,None,None,4467000000,-10548000000,9459000000,-802000000,3327000000,3327000000,0,1289000000,1120000000,169000000,21000000,2993000000,0,-3241000000,None,-993000000,None,4266000000,362873000000,5900000000,5864000000,5864000000,3000000,None,21569000000,1832000000,None,20570000000,3220000000,17350000000,138131000000,184158000000,85809000000,-92817000000,124249000000,322005000000,11561000000,None,171000000,10564000000,10564000000,479000000,None,29163000000,1939000000,371000000,39727000000,268175000000,20017000000,40638000000,15517000000,28652000000,14000000,960425669,5216000000,16392000000,11200000000,2810000000,1766000000,3259000000,None,3450000000,-13000000,3611000000,6432000000,2821000000,12794000000,-13000000,None,180000000,5204000000,938000000,2821000000,4254000000,3454000000,8025000000,8205000000,Common Stock,The Bank of New York Mellon Corporation,"The Bank of New York Mellon Corporation, commonly known as BNY Mellon, is a multinational American investment banking services holding company headquartered in New York City.",1390777,NYSE,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"240 GREENWICH STREET, NEW YORK, NY, US",December,2021-12-31,43721363000,None,13.13,1.244,47.5,1.3,0.0259,4.14,18.97,0.233,0.293,0.0083,0.0843,16162000000,16162000000,4.14,0.282,0.053,68.63,13.13,11.82,2.705,1.161,-,-,1.108,64.63,41.89,59.69,55.12,804145000,2022-02-11,2022-01-28,47.0700,-0.1260676
BA,2019-12-31,USD,-2446000000,277000000,None,7983000000,12470000000,2271000000,1961000000,-603000000,12391000000,-636000000,-1530000000,5739000000,None,2651000000,2651000000,None,4630000000,4630000000,None,None,None,None,-2593000000,None,1758000000,None,-636000000,133625000000,102229000000,9485000000,10030000000,10606000000,3266000000,29759000000,12502000000,19342000000,11398000000,3338000000,8060000000,1637000000,1092000000,545000000,3106000000,3585000000,141925000000,97312000000,15553000000,51551000000,7340000000,6109000000,44200000000,229000000,20964000000,1160000000,None,27073000000,22868000000,3422000000,-8617000000,54914000000,50644000000,5061000000,1012261159,4466000000,76559000000,72093000000,72093000000,-1975000000,3909000000,3219000000,7211000000,None,-867000000,-722000000,867000000,77250000000,438000000,None,331000000,-2259000000,-1623000000,722000000,-636000000,-1706000000,-1975000000,-1061000000,Common Stock,The Boeing Company,"The Boeing Company is an American multinational corporation that designs, manufactures, and sells airplanes, rotorcraft, rockets, satellites, telecommunications equipment, and missiles worldwide. The company also provides leasing and product support services.",12927,NYSE,USD,USA,MANUFACTURING,AIRCRAFT,"P O BOX 3707 MS 1F 31, SEATTLE, WA, US",December,2021-12-31,117462835000,1639000000,None,6.53,-9.46,0,0,-7.15,105.93,-0.0675,-0.0081,-0.0022,0,62286000000,5372000000,-7.15,-0.496,-0.033,257.65,-,55.25,1.886,-,2.633,129.41,1.469,278.57,183.77,206.96,220.03,583000000,2020-03-06,2020-02-13,325.7600,0.0101085
BKNG,2019-12-31,USD,4865000000,410000000,220000000,480000000,586000000,469000000,368000000,323000000,None,4865000000,7050000000,-8220000000,-25000000,8187000000,8187000000,None,None,None,None,None,0,None,-8187000000,None,3695000000,None,4865000000,21402000000,9833000000,6312000000,7310000000,None,1261000000,11569000000,738000000,927000000,4867000000,1954000000,2913000000,998000000,4477000000,998000000,364000000,867000000,15469000000,5366000000,1239000000,None,161000000,988000000,10103000000,462000000,7640000000,988000000,7640000000,7640000000,1578000000,104000000,5933000000,22864000000,23232000000,0,41708000,11552000000,15066000000,3514000000,2248000000,5345000000,797000000,285000000,9721000000,152000000,-266000000,152000000,266000000,-31000000,879000000,294000000,469000000,5958000000,1093000000,266000000,4865000000,4990000000,5345000000,6693000000,Common Stock,Booking Holdings Inc,"Booking Holdings Inc. is an American travel technology company organized in Delaware and based in Norwalk, Connecticut, that owns and operates several travel fare aggregators and travel fare metasearch engines including namesake and flagship Booking.com, Priceline.com, Agoda.com, Kayak.com, Cheapflights, Rentalcars.com, Momondo, and OpenTable.",1075531,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,"800 CONNECTICUT AVE, NORWALK, CT, US",December,2021-12-31,93283647000,3066000000,80.99,0.228,150.44,0,0,28.17,267.0,0.106,0.241,0.0726,0.21,10958000000,8780000000,28.17,-0.046,1.408,2697.22,80.99,24.51,8.51,15.19,8.57,39.18,1.193,2715.66,2053.57,2424.46,2331.51,40887700,None,None,2053.7300,0.1923515
BWA,2019-12-31,USD,1008000000,134000000,None,-123000000,-151000000,439000000,481000000,-19000000,36000000,797000000,-489000000,-420000000,None,100000000,100000000,None,168000000,140000000,None,None,63000000,None,-100000000,None,93000000,-6000000,746000000,9702000000,3836000000,832000000,832000000,807000000,1921000000,5951000000,2925000000,1513000000,2244000000,402000000,1842000000,256000000,318000000,None,40000000,379000000,4996000000,2329000000,1325000000,49000000,320000000,34000000,2596000000,0,1926000000,252000000,1674000000,1960000000,718000000,549000000,4706000000,1657000000,5942000000,3000000,206407543,2101000000,10168000000,8067000000,8067000000,1303000000,873000000,413000000,1452000000,12000000,-16000000,12000000,16000000,-10000000,0,None,439000000,1214000000,468000000,55000000,797000000,693000000,1303000000,1669000000,Common Stock,BorgWarner Inc,"BorgWarner Inc. is an American multinational automotive supplier headquartered in Auburn Hills, Michigan.",908255,NYSE,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"3850 HAMLIN RD., AUBURN HILLS, MI, US",December,2021-12-31,10114778000,2221000000,18.82,0.491,28.98,0.68,0.0165,2.24,62.32,0.0362,0.0977,0.0555,0.0914,14838000000,2855000000,2.24,-0.646,-0.069,53.17,18.82,9.98,0.682,1.504,0.885,7.88,1.431,55.12,40.13,44.92,46.32,239971000,2022-03-15,2022-02-28,43.3800,0.2487047
BXP,2018-12-31,USD,1181165000,-1616000,None,-36942000,21907000,677764000,695091000,24872000,None,651999000,-1015091000,-113379000,0,None,None,None,666294000,666294000,None,None,1548106000,None,13710000,None,52695000,None,582847000,20256477000,639191000,543359000,543359000,None,None,9783936000,8092647000,None,56256000,56256000,None,17736626000,956309000,28198000,176775000,17430843000,12042509000,531026000,None,None,None,None,11511483000,None,11007757000,None,None,2995328000,254381000,503726000,5883171000,2722000,-675534000,1545000,154458478,1649314000,2717076000,1067762000,1022604000,136106000,121722000,None,779183000,None,-378168000,10823000,378168000,2087233000,177046000,None,645649000,712563000,None,394658000,572347000,585535000,136106000,781755000,Common Stock,Boston Properties Inc,"Boston Properties, Inc. is a publicly traded real estate investment trust that invests in office buildings in Boston, Los Angeles, New York City, San Francisco, and Washington, D.C.",1037540,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"800 BOYLSTON STREET, SUITE 1900, BOSTON, MA, US",December,2021-12-31,19327044000,1653233000,38.95,21.02,37.27,3.92,0.0318,3.17,18.34,0.176,0.334,0.0264,0.0772,2863307000,1824122000,3.17,21.71,0.117,127.26,38.95,42.19,6.75,3.252,11.03,17.98,1.165,128,95.85,117.63,115.82,156545000,2022-01-28,2021-12-30,112.5500,-0.1344305
BSX,2019-12-31,USD,1836000000,519000000,294000000,-18000000,375000000,1011000000,461000000,130000000,290000000,4700000000,-5041000000,2973000000,-875000000,0,0,None,0,28000000,None,0,7229000000,None,123000000,None,-222000000,10000000,4700000000,30565000000,4699000000,217000000,217000000,1579000000,1933000000,22233000000,2079000000,3089000000,18062000000,7886000000,10176000000,458000000,264000000,1000000,880000000,1529000000,21365000000,4866000000,542000000,257000000,1416000000,1416000000,13807000000,282000000,8586000000,1416000000,None,9995000000,800000000,2635000000,13877000000,1717000000,-2253000000,16000000,1394922641,7620000000,10348000000,7964000000,3116000000,1518000000,3941000000,1174000000,6102000000,None,-473000000,30000000,473000000,10821000000,-358000000,311000000,699000000,687000000,-4013000000,387000000,4700000000,4937000000,1518000000,1859000000,Common Stock,Boston Scientific Corporation,"Boston Scientific Corporation, doing business as Boston Scientific, is a manufacturer of medical devices used in interventional medical specialties, including interventional radiology, interventional cardiology, peripheral interventions, neuromodulation, neurovascular intervention, electrophysiology, cardiac surgery, vascular surgery, endoscopy, oncology, urology and gynecology.",885725,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"300 BOSTON SCIENTIFIC WAY, MARLBOROUGH, MA, US",December,2021-12-31,64345072000,3038666000,65.36,1.673,11.55,0,0,0.69,8.36,0.0876,0.166,0.0394,0.0655,11888000000,8272000000,0.69,-0.591,0.154,49.81,65.36,24.15,5.41,3.683,5.73,31.58,0.852,46.29,37.13,42.9,43.06,1426720000,None,None,45.2200,0.2795699
BMY,2019-12-31,USD,8210000000,493000000,None,1136000000,-1215000000,1746000000,836000000,-752000000,-463000000,3460000000,-9913000000,7621000000,131000000,7300000000,7300000000,None,2679000000,2679000000,None,None,26778000000,None,-7300000000,None,5918000000,None,3439000000,129944000000,29354000000,12346000000,17588000000,4293000000,7685000000,103003000000,6252000000,3955000000,86457000000,63969000000,22488000000,6149000000,767000000,5242000000,1983000000,6604000000,78246000000,18304000000,2445000000,424000000,3346000000,3346000000,67768000000,805000000,46150000000,2763000000,43387000000,49496000000,12513000000,10101000000,51598000000,25357000000,34474000000,292000000,1918000000,18067000000,26145000000,8078000000,8078000000,4078000000,4871000000,6148000000,13989000000,464000000,-656000000,-69000000,656000000,14000000,-938000000,554000000,1255000000,4954000000,1515000000,656000000,3456000000,4681000000,5610000000,6865000000,Common Stock,Bristol-Myers Squibb Company,"Bristol Myers Squibb (BMS) is an American multinational pharmaceutical company, headquartered in New York City. Bristol Myers Squibb manufactures prescription pharmaceuticals and biologics in several therapeutic areas, including cancer, AIDS, cardiovascular disease, diabetes, hepatitis, rheumatoid arthritis and psychiatric disorders.",14272,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"430 E. 29TH STREET, 14 FLOOR, NEW YORK, NY, US",December,2021-12-31,149964046000,20579000000,22.05,2.309,16.52,2.01,0.0322,3.12,20.89,0.151,0.212,0.0539,0.19,46385000000,37048000000,3.12,-0.159,0.083,72.92,22.05,8.66,3.233,4.096,3.786,8.73,0.586,69.32,52.76,64.17,63.42,2179710000,2022-02-01,2022-01-06,64.1900,0.234898
AVGO,2019-11-03,USD,9697000000,1287000000,None,-336000000,-736000000,638000000,432000000,-486000000,-250000000,2724000000,-15422000000,6488000000,None,5435000000,5435000000,None,4235000000,4235000000,0,253000000,28793000000,None,-1503000000,None,763000000,None,2724000000,67493000000,9917000000,5055000000,5055000000,874000000,3259000000,57576000000,2565000000,2331000000,54268000000,17554000000,36714000000,None,None,None,729000000,743000000,42523000000,6899000000,855000000,3616000000,2787000000,261000000,35931000000,None,32798000000,2787000000,30011000000,33059000000,2616000000,5613000000,24941000000,None,0,0,397560810,12483000000,22597000000,10114000000,10037000000,3444000000,1709000000,4696000000,9039000000,None,-1444000000,98000000,1444000000,22569000000,226000000,569000000,5808000000,2214000000,-510000000,1472000000,2736000000,2700000000,3444000000,9466000000,Common Stock,Broadcom Inc,"Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a wide range of semiconductor and infrastructure software products. Broadcom's product offerings serve the data center, networking, software, broadband, wireless, and storage and industrial markets.",1730168,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"1320 RIDDER PARK DRIVE, SAN JOSE, CA, US",October,2021-10-31,240856547000,14724000000,39.2,1.098,60.44,14.9,0.0283,15,66.95,0.245,0.316,0.0716,0.276,27449999000,20288000000,15,0.521,0.145,677.67,39.2,17.64,8.77,9.59,9.73,18.18,1.031,677.76,407.17,605.91,525.37,409613000,2021-12-31,2021-12-21,316.2100,0.3319153
BR,2019-06-30,USD,617000000,43400000,None,88000000,223200000,112600000,72600000,34900000,None,482100000,-433500000,-173100000,None,397800000,397800000,None,211200000,211200000,None,None,803100000,None,-366700000,None,9200000,-1100000,482100000,3880700000,1042300000,273200000,273200000,21100000,-2600000,3322700000,189000000,None,2056200000,556200000,1500000000,82200000,100400000,400000,105200000,593100000,2753200000,802600000,133700000,503200000,None,None,1984000000,None,1490900000,0,1470400000,1475700000,543200000,232800000,1127500000,1999800000,2087700000,1600000,114300000,1230200000,4316300000,3822000000,3131900000,652700000,577500000,None,690100000,4200000,-45900000,4200000,45900000,4362200000,-3700000,None,112600000,607300000,125200000,45900000,482100000,464300000,652700000,765800000,Common Stock,Broadridge Financial Solutions Inc,"Broadridge Financial Solutions is a public corporate services company founded in 2007 as a spin-off from Automatic Data Processing. The main business of Broadridge is as a service provider supplying public companies with proxy statements, annual reports and other financial documents, and shareholder communications solutions, such as virtual annual meetings.",1383312,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1981 MARCUS AVENUE, LAKE SUCCESS, NY, US",June,2021-12-31,17311597000,1116900000,32.44,1.795,14.97,2.43,0.0173,4.57,46.27,0.101,0.129,0.0667,0.339,5373900000,1422900000,4.57,-0.167,0.194,180,32.44,21.98,3.221,9.51,3.869,19.68,0.94,185.4,135.88,161.54,167.57,116773000,2022-04-05,2022-03-14,127.6800,0.1092963
